"Timestamp","What do you enjoy playing in Generals Zero Hour?","Do you participate in Multiplayer leagues, tournaments or challenges?","What platform(s) do you use when playing Multiplayer?","Do you use any optional tools?","When playing a match in Singleplayer or Multiplayer, do you encounter any gameplay issues that are frustrating?","When playing a match in Multiplayer, do you encounter any faction (army) balancing issues that appear unfair?","All Community Mods aside, how happy are you with the overall state of original Zero Hour 1.04 Version?","If Electronic Arts (EA) was to patch Generals Zero Hour 1.04 today and fix exploits, bugs and improve performance, graphics, sounds and imbalances, how happy would you be about it?","If Community Users were to patch Generals Zero Hour 1.04 today and fix exploits, bugs and improve performance, graphics, sounds and imbalances, how happy would you be about it?","What patch changes would be be acceptable for you beyond fixes and improvements with mainly Multiplayer in mind?","If an original game feature is bugged and its use has been accepted as not cheating/exploiting, would you prefer the bug to be fixed, even if it meant the gameplay changed because of it?","If an original game feature is imbalanced and impossible to fix by just changing build cost and build time, would you prefer the imbalance to be fixed, even if it meant the gameplay changed because of it?","If Community Users would release and distribute a new patch with fixes and improvements, would you be concerned about its adoption success by the general Multiplayer population? (Player base split)","Would a new patch with fixes and improvements be an incentive for you to play more Multiplayer?","Here you can write anything that is on your mind related to this questionnaire. What do you find frustrating? What would you like to see improved?"
"2021/08/29 8:39:55 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","Yes","Radmin;Hamachi","GenTool (latest)","Yes, often","No","3","5","5","Menu changes;Ingame Interface changes","Yes, if the impact is small and the balance is adjusted accordingly","Yes","No","Yes",""
"2021/08/29 8:40:19 PM GMT+2","Singleplayer","No","CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, a few","5","5","5","Audio and visual changes for existing units, buildings and powers;New factions (armies)","Yes","Yes, if the impact is small","Yes","Yes",""
"2021/08/29 8:40:28 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest)","Yes, sometimes","","4","5","5","Ingame Interface changes;Audio and visual changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes","",""
"2021/08/29 8:45:12 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","","Yes, sometimes","Yes, a few","4","4","4","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","No, same",""
"2021/08/29 8:48:37 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","","CNC Online (Revora)","","Yes, sometimes","","4","5","5","Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","No","Yes",""
"2021/08/29 8:49:48 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","GenTool (old)","Yes, often","Yes, a few","2","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","No","Yes","""Serious error"" crashes fixed
60fps
true 1080p support,
proper matchmaking servers, perhaps a ranked system
better mod support(easier to switch between them)
camera zoom improvements
improved pathfinding
visual polish
an option to random a general based on faction( GLA random , USA random, China random)
configurable hotkeys from menu(including grid based hotkeys)
a ""friends"" tab for inviting others easily
"
"2021/08/29 8:50:05 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","GenTool (latest)","Yes, sometimes","Yes, a few","4","5","5","Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small","Yes","Yes","Yes",""
"2021/08/29 8:57:04 PM GMT+2","Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","GenTool (latest)","Yes, often","Yes, a few","2","5","5","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","No","Yes",""
"2021/08/29 9:02:52 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","","Yes, often","No","1","3","3","Audio and visual changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes","Yes","The most and only Problem I encounter while playing generals zero hour contra is that the game crashes after 30 or 40 minutes while playing with 5 or more friends together .online or lan does not matter its the same same result in the end."
"2021/08/29 9:03:39 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger;Hamachi","GenTool (latest);GenTool (old);Maphack","Yes, sometimes","Yes, a few","4","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small","Yes","No","No, same",""
"2021/08/29 9:03:44 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","No","Other","","Yes, often","Yes, many","1","5","5","Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes","Yes","Yes","Yes","Less useless units "
"2021/08/29 9:04:21 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","","Yes, sometimes","Yes, a few","3","5","5","Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","No","Yes",""
"2021/08/29 9:05:44 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest)","No","","4","5","5","Ingame Interface changes;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes, if the impact is small","No","","No, same","Not being able to have 2 monitors with the game Active.
More graphic options
"
"2021/08/29 9:06:37 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest)","Yes, sometimes","","4","3","4","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","Yes",""
"2021/08/29 9:07:35 PM GMT+2","Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger;Other","GenTool (latest);GenPatcher","Yes, sometimes","Yes, a few","4","2","5","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","Yes","I find the lack of defenses for china to be very annoying"
"2021/08/29 9:15:37 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","CNC Online (Revora)","GenTool (latest);GenPatcher","Yes, sometimes","","3","5","5","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New factions (armies)","Yes, if the impact is small","Yes","Yes, a bit","Yes",""
"2021/08/29 9:23:32 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger;Hamachi","GenTool (latest)","Yes, sometimes","No","3","5","5","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","No","Yes",""
"2021/08/29 9:29:57 PM GMT+2","Multiplayer","Yes","GameRanger;Radmin;CNC Online (Revora);Other","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, many","1","5","5","Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New factions (armies)","Yes","Yes","No","Yes","You can work/modify on the fan made 1.06 patch. That one is not bad but need to be worked on."
"2021/08/29 9:30:36 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, a few","2","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes","Yes","Yes, a bit","Yes",""
"2021/08/29 9:33:50 PM GMT+2","Multiplayer","No","GameRanger","","","","3","5","5","Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","No","Yes",""
"2021/08/29 9:40:54 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","GenTool (latest);GenTool (old)","No","No","5","5","5","Audio and visual changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes","Yes","No","Yes",""
"2021/08/29 9:43:12 PM GMT+2","Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","Other","Yes, sometimes","Yes, a few","5","4","5","Audio and visual changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","Yes",""
"2021/08/29 9:53:46 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","Yes","CNC Online (Revora)","GenTool (latest)","Yes, sometimes","","1","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","Yes","Yes","Love the game, love the modes.. hate mismatches and serious errors causing crashes in multiplayer.. Please fix this, everything else is secondary."
"2021/08/29 10:19:23 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger","","Yes, sometimes","No","4","5","5","Menu changes;Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small","Yes, if the impact is small","No","Yes",""
"2021/08/29 10:29:04 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Other","GenTool (latest)","Yes, sometimes","Yes, many","3","5","5","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small","Yes","No","Yes","Humvee nerf pls"
"2021/08/29 10:34:48 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...);Other","No","Radmin","GenTool (latest)","Yes, sometimes","No","4","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","No","No, same","I more or less just watch multiplayer video of others and I do see the imbalances between armies. When I see Air vs Swg, you automatically assume the Air will win. I wish that could be changed with a new patch; every faction/army should be powerful in their own way without having a clear Best and clear Weakest army"
"2021/08/29 10:44:02 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","","Yes, often","","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","No","Yes, if the impact is small","No","No, same","honestly it is hard to narrow down. while i love generals and it is a childhood game that I've probably nailed 500+ hours into at least the modern day really shows just how badly it has aged technically. so any improvements aside from a remaster from ea is welcome imo."
